id,@id,FIXME,access,accommodation,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:postal_district,addr:postcode,addr:street,addr:substreet,addr:suburb,air_conditioning,alt_name,amenity,atm,branch,brand,brand:facebook,brand:instagram,brand:twitter,brand:website,brand:wikidata,brand:wikipedia,brand:youtube,brewery,building,building:colour,building:facade:material,building:levels,building:material,building:part,changing_table,check_date,check_date:diet:vegetarian,check_date:opening_hours,closed:amenity,cocktails,contact:email,contact:facebook,contact:instagram,contact:phone,contact:tiktok,contact:tripadvisor,contact:twitter,contact:website,contact:yelp,contact:youtube,craft,craft_beer,cuisine,description,description:it,diet:gluten_free,diet:vegan,diet:vegetarian,disused,disused:amenity,dog,drink:beer,drive_through,email,events_venue,fax,fireplace,fixme,food,former:name,games,heritage,indoor_seating,internet_access,internet_access:fee,internet_access:ssid,landuse,layer,level,lgbtq,live_music,mapillary,microbrewery,min_age,music_genre,name,name:en,name:ga,name:ko,name:zh,nohousenumber,not:brand:wikidata,note,old_name,old_name:2015,old_name:2017,old_name:2018,old_name_1,old_name_2,opening_hours,opening_hours:signed,operator,outdoor_seating,panoramax,payment:card,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,pets_allowed,phone,phone:mobile,product,real_ale,real_fire,ref:vatin,reservation,roof:colour,roof:material,roof:shape,shop,short_name,smoking,source,source:website,sport,start,start_date,takeaway,toilets,toilets:access,toilets:wheelchair,tourism,type,website,website:booking,website:menu,website:orders,wheelchair,wheelchair:description,wikidata,wikimedia_commons,wikipedia,year_built,@geometry,geometry,city_source,source_crs
way/795671595,way/795671595,,,,Inchicore,,Dublin,,,126A,,D08 E296,Tyrconnell Park,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slatt’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.328877 53.337794),Dublin,EPSG:4326
node/811533577,node/811533577,,,,Dublin,,,,Donaghmede Shopping Centre,,,,Grange Road,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.162501 53.395132),Dublin,EPSG:4326
node/830659393,node/830659393,,,,Dublin,,,,Heuston Station,,,D08E2CV,Saint John's Road West,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/TheGalwayHooker,,,,,,,,,,,carvery,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,The Galway Hooker,,,,,,,,,,,,,,,,,yes,,,,,,,,,+35316703463,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,POINT (-6.292447 53.346746),Dublin,EPSG:4326
way/870583665,way/870583665,,,,Dublin,IE,Dublin,,,28,,D08 CH93,Parkgate Street,,,,Ryan’s of Parkgate Street,pub,,,,,,,,,,,,retail,,,,,,,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,yes,,,,,,,,,,,,,W. Ryan,W. Ryan,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.293462 53.348207),Dublin,EPSG:4326
way/870583668,way/870583668,,,,Dublin,IE,Dublin,,,30-32,,D08 W6X3,Parkgate Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nancy Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.294028 53.348258),Dublin,EPSG:4326
way/875254368,way/875254368,,,,Dublin,IE,Dublin,,,86-87,,D08 DDF1,Thomas Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,https://www.facebook.com/thomashousedublin,,,,,@thomashousedub,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,The Thomas House,,,,,,,,,,,,,,,,,,,,,,,,,,+353852039047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.276955 53.343094),Dublin,EPSG:4326
node/882292497,node/882292497,,,,Dublin,,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,2026-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Barn House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.292768 53.332225),Dublin,EPSG:4326
node/890854720,node/890854720,,,,Dublin,IE,Dublin,,,36,,D01 H6Y6,Amiens Street,,,,Cleary’s,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. & M. Cleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.249544 53.352336),Dublin,EPSG:4326
way/893376289,way/893376289,,,,Ranelagh,IE,Dublin,,,60,,D06 C9C6,Ranelagh Village,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,@taphousedublin,,,,@TaphouseDublin,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,TapHouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.taphouse.ie/,,,,limited,,,,,,center,POINT (-6.25416 53.325174),Dublin,EPSG:4326
node/907142997,node/907142997,,,,Dublin,,,,Powerscourt Townhouse Centre,59,,D02 YX77,William Street South,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/PygmalionDublin/,https://www.instagram.com/pygmaliondublin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pygmalion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pyg.ie/,https://pyg.ie/book/,https://pyg.ie/wp-content/uploads/2024/04/20240329-LP-Small-Bies-Food-Menu-v0.3.png,,limited,,,,,,,POINT (-6.262304 53.342172),Dublin,EPSG:4326
node/911170200,node/911170200,,,,Dublin,,Dublin,,,40,,D02 CH68,Wexford Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Landmark,,,,,,,,Karma Stone Bar;Brackens Cornerstone;Shine;The Junction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.265903 53.337441),Dublin,EPSG:4326
way/912010121,way/912010121,,,,Dublin,,,,The Comet,,,,Swords Road,,,,,,,,Carry Out,,,,,Q116645699,,,,retail,,,2,,,,2025-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carry Out,,,,,,,,Cheers,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.246134 53.388565),Dublin,EPSG:4326
way/916905416,way/916905416,,,,Dublin,,,,,89,,D09 E1T1,Swords Road,,Whitehall,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,The Viscount,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.245902 53.380989),Dublin,EPSG:4326
way/921876024,way/921876024,,,,Dublin,IE,Dublin,,,18-20,,D09 H6D0,Sion Hill Road,,,,,pub,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goose Tavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.239927 53.375784),Dublin,EPSG:4326
way/921876026,way/921876026,,,,,,,,,24,,,Sion Hill Road,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Goose Off-Licence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.239588 53.375716),Dublin,EPSG:4326
way/928261032,way/928261032,,,,Dublin,IE,Dublin,,,,,D02 K021,Capital Dock,,,,,pub,,,,,,,,,,,,retail,,,3,,,,,,,,,,https://www.facebook.com/brewdogoutpostdublin,@BrewDogopdublin,,,,@BrewDogDublinOP,,,,,,burger;pizza;wings,,,,,,,,,,,outpostdublin@brewdog.com,,,,,yes,,,,,,,,,,,,,,,,,Brewdog Outpost,,,,,,,,,,,,,,Mo-Su 11:30-23:30,,,,,,,,,,,,+35319203350,,,,,,,,,,,,,,,,,,,,,,,,https://www.brewdog.com/uk/bars/global/outpostdublin,,,,,,,,,,center,POINT (-6.230821 53.344606),Dublin,EPSG:4326
way/931201803,way/931201803,,,,Dublin,,Dublin,,,93-95,,D06 H3E9,Rathmines Road Upper,,Rathmines,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Murphy’s Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,yes,,,,,,center,POINT (-6.264753 53.319038),Dublin,EPSG:4326
way/931386087,way/931386087,,,,Dublin,,Dublin,,,87,,D02 DH36,Camden Street Lower,,,,,bar,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,pizza,,,,,,,,,,,info@thecamden.ie,,,,,,,,,,,,,,,,,,,,,,Jimmy Rabbitte’s,,,,,,,,Pallet Pizza,,,,,,"Mo-We 12:00-24:00, Th-Sa 12:00-03:00, Su 12:00-24:00",,Murray Pub Group,yes,,,,,,,,,+353 1 536 7300,,,,,,,,,,,,outside,,,,,,,,,no,,,https://www.thecamden.ie,,,,yes,,,,,,center,POINT (-6.265662 53.336125),Dublin,EPSG:4326
way/931712235,way/931712235,,,,Kimmage,,Dublin,,,25,,D12 X965,Ravensdale Park,,,,,,,,,,,,,,,,,brewery,,,,,,,,,,,,,fourprovincesbrew,fourprovincesbrewco,,,,,,,,brewery,,,,,,,,,,,,,info@fourprovinces.ie,,,,,,,,,,,,,,,,,,,yes,,,Four Provinces Brewing Company,,,,,,,,,,,,,,,,,,,,,,,,,,+35315524179,,craft_beer,,,,,,,,,,,,,,,2014,,,,,,,https://www.fourprovinces.ie/grudlann,,,,,,,,,,center,POINT (-6.299996 53.31476),Dublin,EPSG:4326
node/932249376,node/932249376,,,,Dublin,,Dublin,,,196,D06,D06 AY77,Rathmines Road Lower,,Rathmines,,,pub,,,,,,,,,,,various,,,,,,,,,,,,,,https://www.facebook.com/thebowerydublin/,https://www.instagram.com/bowerydublin/,,,,https://twitter.com/bowerydublin,,,,,,,,,,,,,,,,,Bookings@thebowery.ie,,,,,,,,,,,,,,,,,,,,,,The Dunmore,,,,,,,,Toast,,,,,,"Mo-Th 17:00-24:00, Fr 15:00+, Sa-Su 12:30+",,Salty Dog,no,,,,,,,,,+353 85 726 7078,,,,,,,,,,,,outside,,,,,,,,,,,,https://www.thebowery.ie/,,,,,,,,,,,POINT (-6.265144 53.324285),Dublin,EPSG:4326
way/934923912,way/934923912,,,,Dublin,,Dublin,,,19,,D01 NY02,Store Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryan’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,center,POINT (-6.252979 53.350268),Dublin,EPSG:4326
way/934991746,way/934991746,,,,,,,,,555,,,North Circular Road,,,,,pub,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gill's Corner House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.254328 53.358512),Dublin,EPSG:4326
way/935099879,way/935099879,,,,,,,,,163,,,Drimnagh Road,,,,,pub,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black Forge Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.326496 53.324048),Dublin,EPSG:4326
way/935099918,way/935099918,,,,,,,,,149,,D12 F6NY,Drimnagh Road,,,,,pub,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eleanora's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.325484 53.324149),Dublin,EPSG:4326
way/935134063,way/935134063,,,,Dublin,,Dublin,,,108,,D06 F6H9,Rathgar Road,,,,,pub,,,,,,,,,,,galway_bay,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Rathgar 108,,,,,,,,The 108,,,,,,"Mo-Th 15:00-23:30, Fr 15:00-00:30, Sa 12:00-00:30, Su 12:30-23:00",,,yes,,,,,,,,,+35314906044,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,yes,,,,,,center,POINT (-6.274533 53.312103),Dublin,EPSG:4326
way/935738059,way/935738059,,,,,,,,,,,,Long Mile Road,,,,,pub,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Castle Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.3291 53.324209),Dublin,EPSG:4326
way/938213574,way/938213574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darlings,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.256339 53.398758),Dublin,EPSG:4326
way/942944691,way/942944691,,,,Dublin,,,,,118,,,Emmet Road,,,,,pub,,,,,,,,,,,,retail,red,,3,brick,,,2025-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tavey’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grey,slate,gabled,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.314666 53.340259),Dublin,EPSG:4326
node/943337716,node/943337716,,,,Dublin,,,,,3,,,Terenure Road North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish_and_chips,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,Green Man Wines,,,,,,,,Taste of Life,,,,,,,,,,,,,,,,,,+353 1 559 4234,,,,,,,,,,alcohol,,,,,,,,,,,,,,https://greenmanwines.ie/,,,,,,,,,,,POINT (-6.282229 53.314512),Dublin,EPSG:4326
node/943350476,node/943350476,,,,Dublin,,,,,29,,,Clanbrassil Street Upper,,,,MVP,bar,,,,,,,,,,,,,,,,,,,2026-05-08,,,,,,,,,,,,,,,,,,Alcohol-Free bar with board games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Board,,,,,,,,Francis McKenna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.275613 53.330422),Dublin,EPSG:4326
node/943350478,node/943350478,,,,Dublin,,,,,34-35,,,Clanbrassil Street Upper,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Harold House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.275203 53.330021),Dublin,EPSG:4326
way/953840673,way/953840673,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.250359 53.323337),Dublin,EPSG:4326
way/963190830,way/963190830,,,,,,,,,,,,Barry Road,,,,,pub,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Abbey Tavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.311314 53.395168),Dublin,EPSG:4326
way/965395112,way/965395112,,,,,,,,,,,,Grove Road,,,,,,,,,,,,,,,,,commercial,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheers Take Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.287947 53.390696),Dublin,EPSG:4326
way/965411032,way/965411032,,,,,,,,,,,,,,,,,biergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Willows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.285556 53.393499),Dublin,EPSG:4326
way/965411035,way/965411035,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Willows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.285937 53.393432),Dublin,EPSG:4326
way/967072208,way/967072208,,,,Dublin,IE,Dublin,,,70,,D03 K8P4,North Strand Road,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,https://www.facebook.com/TheAnnesley,,,,,,,,,,,,,,,,,,,,,,theannesley@gmail.com,,,,,,,,,,,,,,,,,,,,,,Annesley House,,,,,,,,,,,,,,,,,,,,,,,,,,+35318555121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.240335 53.359662),Dublin,EPSG:4326
way/967985039,way/967985039,,,,Dublin,IE,Dublin,,,70,,D03 F9P7,Ballybough Road,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Ref Pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.244855 53.359454),Dublin,EPSG:4326
way/968532221,way/968532221,,,,Dublin,,,,,283-285,,,Richmond Road,,,,,pub,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meagher's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.242285 53.362819),Dublin,EPSG:4326
way/969321280,way/969321280,,,,Dublin,IE,Dublin,,,145,,D03 P043,North Strand Road,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Cusack’s,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.242366 53.35745),Dublin,EPSG:4326
way/971216022,way/971216022,,,,,,,,,99,,,Phibsborough Road,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fagan's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.272619 53.363267),Dublin,EPSG:4326
way/971275798,way/971275798,,,,Dublin,,,,,24,,,Fassaugh Avenue,,,,,,,,,,,,,,,,,commercial,red,,2,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buddies Off-Licence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.292845 53.367028),Dublin,EPSG:4326
way/972279382,way/972279382,,,,Dublin,,,,,,,,Church Street,,,,,,,,XL,,,,https://xlstores.ie/,Q4836838,,,,retail,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Village Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.301329 53.387579),Dublin,EPSG:4326
way/972279383,way/972279383,,,,Dublin,,,,,,,,Church Terrace,,,,,pub,,,,,,,,,,,,pub,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@thevillageinn.ie,,,,,,,,,,,,,,,,,,,,,,The Village Inn,,,,,,,,,,,,,,,,,,,,,,,,,,+353 1 834 1180,,,,,,,,,,,,,,,,,,,,,,,,https://thevillageinnfinglas.ie/,,,,,,,,,,center,POINT (-6.301242 53.3875),Dublin,EPSG:4326
way/973141966,way/973141966,,,,Dublin,IE,Dublin,,,30,,D07 PX98,Fassaugh Avenue,,,,,pub,,,,,,,,,,,,retail,red,,2,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E. McGrath’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabled_row,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.293306 53.36708),Dublin,EPSG:4326
way/974841015,way/974841015,,,,,,,,,61,,,Collins Avenue,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitty Kiernans Off Licence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.223164 53.376588),Dublin,EPSG:4326
way/974841016,way/974841016,,,,,,,,,63,,,Collins Avenue,,,,,pub,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kitty Kiernans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.223337 53.376649),Dublin,EPSG:4326
way/976106753,way/976106753,,,,Dublin,,,,,16,,D01Y751,Summerhill Parade,,,,,pub,,,,,,,,,,,,retail,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lowry’s,,,,,,,,,,,,,,,,,,d6408545-c48b-41f4-9561-0826a4ee4c62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.248215 53.3575),Dublin,EPSG:4326
way/976128650,way/976128650,,,,Dublin,,,,,1,,,Summerhill Parade,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3055880244599513,,,,Summerhill Off-Licence,,,,,,,,,The Sunset House,The Brendan Behan,,,,,,,,a88eca15-a90c-4c49-87ad-299576d63ddd,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.249396 53.357006),Dublin,EPSG:4326
node/976139864,node/976139864,,,,Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off Licence,,,,,,,The sign above the door says 'Off Licence' that's the berst name I could figure out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.280377 53.34603),Dublin,EPSG:4326
way/977365000,way/977365000,,,,Dublin,,Dublin,,,50,,D07 WD37,Quarry Road,,Cabra East,,Fitzgerald’s,pub,,,,,,,,,,,,retail,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Homestead - Fitzgerald's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.290372 53.362584),Dublin,EPSG:4326
node/988809177,node/988809177,,,,,,,,,62a-64,,,Saint Agnes' Park,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frehill's Tavern,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.313113 53.319592),Dublin,EPSG:4326
way/989064782,way/989064782,,,,,,,,,,,,Ashtown Grove,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breffni Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.323692 53.370716),Dublin,EPSG:4326
way/993326913,way/993326913,,,,Dublin,,Dublin,,,199,,D07 PR5X,North King Street,,,,,pub,,,,,,,,,,,,retail,,,4,,,,,,,,,,,@baranamdublin,,,,,,,,,,,,,,,,,,,draught,,,,,,,,,,4,,,,,,,,,,,,,,Bar Anam,,,,,,,,Underdog;Taco Libre;Paddle & Peel,,,,,,,,,,,,,,,,,,+35315344584,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,center,POINT (-6.270142 53.350909),Dublin,EPSG:4326
way/1008215352,way/1008215352,,,,Dublin,,Dublin,,,78,,D08 A318,Meath Street,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,Lucky’s,,,,,,,,,,,,,,Mo-Th 16:00-11:30,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,center,POINT (-6.278449 53.341574),Dublin,EPSG:4326
way/1012900428,way/1012900428,,,,Dublin,IE,Dublin,,,60,,D04 Y9P3,Irishtown Road,,Irishtown,,,pub,,,,,,,,,,,,retail,,,,,,,2025-07-05,,,,,,https://www.facebook.com/theirishtownhouse/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Irishtown House,The Irishtown House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.223209 53.339951),Dublin,EPSG:4326
